Ticker,Name,Description,Price(USD),Start,End,ROI(Pct),Timezone,Duration
IOTW,IOTW,A cryptocurrency for IOT purchase supply chain and aftersales services transactions,0.0,2018-07-31 00:00:00,2018-08-31 00:00:00,0.0,UTC+8,31 days 00:00:00.000000000
GRAM,Lantah,Borderless marketplace connecting global trade and disrupting commerce giants through the implementation of Blockchain,0.0,2018-03-09 06:44:00,2018-08-31 06:44:00,0.0,UTC--4,175 days 00:00:00.000000000
TPLAY,TruePlay,Fully functioning platform created for integration of blockchain tech into online gambling projects,0.0,2018-05-15 00:00:00,2018-08-31 23:59:00,0.0,UTC+3,108 days 23:59:00.000000000
EO,EO.Trade,Leading Online Broker ExpertOption introduces the EO ecosystem EOTrade cryptoexchange EOFinance wallet and EONews portal,0.0,2018-07-16 09:00:00,2018-08-31 23:59:00,0.0,UTC+0,46 days 14:59:00.000000000
IMVR,ImmVRse,Decentralised platform for VR Content Creators Brands and Viewers by incorporating the power of Blockchain Technology,0.0,2018-07-07 00:00:00,2018-09-07 00:00:00,-0.9439,UTC+0,62 days 00:00:00.000000000
FYS,Fysical,Fysical is the infrastructure for the transparent and compliant exchange of location data,0.0,2018-09-03 00:00:00,2018-09-07 00:00:00,0.0,UTC+0,4 days 00:00:00.000000000
WEIS,WeiCrowd,End to end ICO lifecycle management and exchange solution with incubation Right Startups Right Funding And Right Growth,0.0,2018-05-15 00:00:00,2018-09-12 00:00:00,0.0,UTC+8,120 days 00:00:00.000000000
PAVO,Pavocoin,Pavo provides an intelligent stateoftheart IoT blockchain solution for the global agriculture ecosystem,0.0,2018-08-07 00:00:00,2018-09-15 00:00:00,0.0,UTC+0,39 days 00:00:00.000000000
MIC,DenchMusic,Dench Music ICO merges the Music Industry and Blockchain together to give music lovers the best experience,0.0,2018-08-15 00:00:00,2018-09-15 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
VIVA,Viva,Viva Easy simple and convenient way of Crowdfunding mortgages on the blockchain,0.0,2018-04-16 00:00:00,2018-09-18 00:00:00,0.0,UTC+0,155 days 00:00:00.000000000
MDBLX,MedBlox,Driving Health Care Innovation Through Patient Centric Interoperability,0.0,2018-08-19 20:00:00,2018-09-19 20:00:00,0.0,UTC--5,31 days 00:00:00.000000000
XCLP,Chynge,Worlds First Payment Token with No FX Risk Instant Free and Safe Payments with Smart Compliance,0.0,2018-06-28 00:00:00,2018-09-25 23:59:00,0.0,UTC+8,89 days 23:59:00.000000000
PPD,PingPaid,New payment system that uses any cryptocurrency or the PingPaid token to pay or receive payment on the blockchain for no or minimal fees,0.0,2018-07-01 00:00:00,2018-09-30 00:00:00,0.0,UTC--5,91 days 00:00:00.000000000
BXY,Beaxy Exchange,Beaxy aims to create the ultimate allinone cryptocurrency exchange with more tools at your disposal than ever before and a user experience that is unmatched,0.0,2018-09-01 00:00:00,2018-09-30 00:00:00,0.0,UTC+0,29 days 00:00:00.000000000
CCH,CitiCash,CitiCash is one of the worlds first cryptocurrencies that will enable the general public to enter the world of modern digital money with ease,0.0,2018-09-01 12:00:00,2018-09-30 00:00:00,0.0,UTC+2,28 days 12:00:00.000000000
TKD,Techrod,Revolutionizing ElectionsConsensus decision making Process,0.0,2018-03-12 12:00:00,2018-09-30 12:00:00,0.0,UTC+1,202 days 00:00:00.000000000
INV,Invest in Brokers,Social trustless copytrading through API services designed for beginning and experienced cryptocurrency traders,0.0,2018-08-15 12:00:00,2018-09-30 12:00:00,0.0,UTC+0,46 days 00:00:00.000000000
LXT,LEXIT,LEXIT is the first online marketplace that allows entrepreneurs to trade IP copyrights code and even sell entire startups,0.0,2018-06-19 00:01:00,2018-09-30 12:00:00,0.0,UTC+0,103 days 11:59:00.000000000
UBEX,Ubex,Ubex is a global decentralized advertising exchange where companies advertise effectively while publishers profitably tokenize ad slots on their resources,0.0,2018-05-21 14:00:00,2018-09-30 14:00:00,-0.9393,UTC+0,132 days 00:00:00.000000000
TUT,Tutellus,Tutellus is the biggest online educational collaborative platform in the Spanishspeaking world,0.0,2018-06-12 00:00:00,2018-09-30 23:59:00,0.0,UTC+0,110 days 23:59:00.000000000
TAB,Accounting Blockchain,The future of accounting saving businesses billions and sparing the individual sole reliance on expensive accountants,0.0,2018-07-15 10:00:00,2018-09-30 23:59:00,0.0,UTC+0,77 days 13:59:00.000000000
GBO,Gabro,GabroTech is Democratising loyalty rewards using Blockchain Technology This will disrupt the loyalty and rewards system,0.0,2018-07-31 00:00:00,2018-09-30 23:59:00,0.0,UTC+8,61 days 23:59:00.000000000
VOCO,Provoco,Provoco is the new generation of blockchainempowered social challenge network for mass users,0.0,2018-04-01 12:00:00,2018-10-01 12:00:00,0.0,UTC+0,183 days 00:00:00.000000000
RAWG,RAWG,RAWG is a Video game discovery platform that converts your skills into goods and services,0.0,2018-09-05 00:00:00,2018-10-05 00:00:00,0.0,UTC+0,30 days 00:00:00.000000000
VAD,Varanida,Building a better Internet through a decentralized advertising and content solution,0.0,2018-08-15 12:00:00,2018-10-06 12:00:00,0.0,UTC+1,52 days 00:00:00.000000000
AFI,Alchemy Coin,AFI is the first security token being backed by financial derivatives and powered by Blockchain Technology,0.0,2018-08-27 12:00:00,2018-10-09 00:00:00,0.0,UTC--5,42 days 12:00:00.000000000
MTC,Multiven MOM,The worlds first blockchainbased marketplace for the global 3 Trillion IT products and services Industry,0.0,2018-07-01 00:01:00,2018-10-09 23:59:00,0.0,UTC+1,100 days 23:58:00.000000000
AQUA,Sansox,The Power of Clean Water through the efficient use of technology powered by Blockchain,0.0,2018-09-10 19:00:00,2018-10-10 00:00:00,0.0,UTC+1,29 days 05:00:00.000000000
BDP,Bidipass,Secure identity for everyone through the application of blockchain technology which brings unrivaled transparency,0.0,2018-08-16 00:00:00,2018-10-11 00:00:00,0.0,UTC+0,56 days 00:00:00.000000000
UTS,UTEMIS,The First B2B ecommerce Token that Creates a Single Economic Space for Companies in Latin America To Regain New Net Growth,0.0,2018-09-16 17:00:00,2018-10-14 17:00:00,0.0,UTC+1,28 days 00:00:00.000000000
CNVT,Conventment,IoT B2B logistics for the legal cannabis industry powered by Ethereum,0.0,2018-09-30 00:00:00,2018-10-14 23:59:00,0.0,UTC--5,14 days 23:59:00.000000000
ZCN,ZICHAIN,Blockchain asset management ecosystem  An allinone investment tool,0.0,2018-09-01 00:00:00,2018-10-15 00:00:00,0.0,UTC+0,44 days 00:00:00.000000000
RSC,RONALDINHO SOCCER COIN,Creating a key coin for Soccer World and fusing the power of Blockchain Technology,0.0,2018-08-26 00:00:00,2018-10-17 00:00:00,0.0,UTC+0,52 days 00:00:00.000000000
PERL,Perlin,A supercomputer in the palm of your hand Perlin is a bleedingfast ledger with a powerful compute layer,0.0,2018-10-01 08:00:00,2018-10-26 23:59:00,0.0,UTC+1,25 days 15:59:00.000000000
PCX,Powerchain,Multifactorial solution for payment with cryptocurrencies and cryptotokens for realworld use,0.0,2018-09-21 09:00:00,2018-10-28 09:00:00,0.0,UTC+8,37 days 00:00:00.000000000
CCET,CCET Project,Extend renewable energy and blockchainify carbon emissions to solve problem,0.0,2018-09-30 00:00:00,2018-10-30 00:00:00,0.0,UTC+0,30 days 00:00:00.000000000
OHC,100Tokens,We believe that coin exchange value is strongly connected with its utilization strategy Thats why we propose you a coin which can be used as a payment option in at least 100 companies,0.0,2018-10-10 00:00:00,2018-10-30 23:59:00,0.0,UTC+0,20 days 23:59:00.000000000
SVP,Svper,Redefining Online Socializing by revolutionizing and revamping the space using Blockchain Technology,0.0,2018-10-01 00:00:00,2018-10-31 00:00:00,0.0,UTC+0,30 days 00:00:00.000000000
VBEO,Vibeo,A new Era of SocialInstant Messaging app which incorporates Blockchain Technology,0.0,2018-10-02 00:00:00,2018-10-31 00:00:00,0.0,UTC+0,29 days 00:00:00.000000000
SAM,SamBanx,Connecting cryptocurrency and digital assets to EU classic banks accounts,0.0,2018-10-01 00:00:00,2018-10-31 00:00:00,0.0,UTC+0,30 days 00:00:00.000000000
WZR,Wyzerr,Wyzerr will facilitate the turning of AI feedback data into tasks and insights for the different roles within a company,0.0,2018-10-01 00:00:00,2018-10-31 00:00:00,0.0,UTC+0,30 days 00:00:00.000000000
DNC,dona,dona Coin to make world a little bit better with donation using blockchain technology,0.0,2018-09-01 01:00:00,2018-10-31 09:00:00,0.0,UTC+0,60 days 08:00:00.000000000
CLB,Cloudbric,Secure your cryptocurrency and digital assets on the Blockchain with Cloudbric,0.0,2018-10-22 11:00:00,2018-10-31 11:00:00,0.0,UTC+0,9 days 00:00:00.000000000
GIZA,Giza Device,Hardware Wallet  Password Manager,0.0,2018-10-01 12:00:00,2018-10-31 12:00:00,0.0,UTC+0,30 days 00:00:00.000000000
CTKN,Curaizon,Improving Healthcare Reducing Costs  Saving Lives through the power of Blockchain Technology,0.0,2018-06-08 12:01:00,2018-10-31 12:00:00,0.0,UTC+0,144 days 23:59:00.000000000
8BT,8 Circuit Studios – Wave 2,We build video games digital assets and tools for blockchain that empower players and developers,0.0,2018-10-01 17:00:00,2018-10-31 23:59:00,0.0,UTC+0,30 days 06:59:00.000000000
BC,Boomstarter.Network,Blockchain to enable Startups to Make Money Worldwide and help with Revenue,0.0,2018-06-27 00:00:00,2018-10-31 23:59:00,0.0,UTC+3,126 days 23:59:00.000000000
GNY,GNY,Decentralized Machine Learning Platform making use of Blockchain Technology,0.0,2018-09-03 12:00:00,2018-11-01 12:00:00,0.0,UTC+0,59 days 00:00:00.000000000
RGL,Argyle Coin,Decentralized Marketplace for Diamonds using Blockchain Technology for an effective system,0.0,2018-09-17 13:00:00,2018-11-10 23:59:00,0.0,UTC+0,54 days 10:59:00.000000000
MET,Miner Edge,Miner Edge is a strategized diversified and crowdfunded mining facility,0.0,2018-08-28 00:00:00,2018-11-11 00:00:00,0.0,UTC+0,75 days 00:00:00.000000000
KGT,KamaGames Token Sale. Not an,KamaGames Tokens KGT is an industry first in providing ingame sales of services to its users,0.0,2018-10-08 12:00:00,2018-11-12 23:59:00,0.0,UTC+0,35 days 11:59:00.000000000
OGO,VogoV,Decentralized Porn Studio with a unified adultindustry cryptocurrency OGO coin that provides much more utility than just being a paymen,0.0,2018-09-26 12:00:00,2018-11-14 12:00:00,0.0,UTC+0,49 days 00:00:00.000000000
JUL,JULLAR,JULLAR project  The global eradication of Shitcoins from the cryptocurrency market,0.0,2018-08-20 00:00:00,2018-11-21 00:00:00,0.0,UTC+3,93 days 00:00:00.000000000
TASH,Smart Trip Platform,A blockchainenabled ecosystem that connects travelers and travel service providers to create unforgettable trips,0.0,2018-06-11 01:00:00,2018-11-23 01:00:00,0.0,UTC+0,165 days 00:00:00.000000000
M2O,M2O,M2O aims to afford users the dreamlife by integrating existing mileage and points market to build global membership services through Blockchain,0.0,2018-10-29 07:00:00,2018-11-23 07:00:00,0.0,UTC+0,25 days 00:00:00.000000000
PLA,PlayChip,The Universal Gaming Token Backed by The Power of Blockchain Technology,0.0,2018-11-21 00:00:00,2018-11-28 00:00:00,0.0,UTC--4,7 days 00:00:00.000000000
LUD,LUDCOIN,LudCoin is a cryptocurrency or token created for online gamers and gaming world,0.0,2018-05-01 00:00:00,2018-11-30 00:00:00,0.0,UTC+0,213 days 00:00:00.000000000
BLCK,Black Insurance,Marketplace for insurance brokers and investors on Blockchain to help provide clientspecific solutions,0.0,2018-11-01 09:01:00,2018-11-30 09:00:00,0.0,UTC+0,28 days 23:59:00.000000000
YOUtoken,RevenYOU,AI and Robots trade better than humans and we have put it in an app,0.0,2018-08-08 00:00:00,2018-11-30 12:00:00,0.0,UTC+1,114 days 12:00:00.000000000
TCD,Tkeycoin,Tkeycoin DAO is a cryptographic decentralized platform built on the mechanism of artificial intelligence opening a new world of opportunities for people and business,0.0,2018-05-01 12:00:00,2018-11-30 12:00:00,0.0,UTC+0,213 days 00:00:00.000000000
XRK,RecordsKeeper,RecordsKeeper is an OpenSource Public Platform with an independant Mineable Blockchain for Record Keeping  Data Security,0.0,2018-10-01 00:00:00,2018-11-30 23:59:00,0.0,UTC+2,60 days 23:59:00.000000000
GOT,GOeureka,NextGen solution shaping the future of online hotel booking using Blockchain Technology,0.0,2018-09-10 00:00:00,2018-11-30 23:59:00,0.0,UTC+8,81 days 23:59:00.000000000
ARIA,Arianee,SmartLink connecting owners assets  brands The first perpetual anonymous and trusted record of all global assets enabling a revolutionary link between owners and brands,0.0,2018-10-01 00:00:00,2018-12-01 00:00:00,0.0,UTC+0,61 days 00:00:00.000000000
CHK,One+1,A token that integrates business and charity into a single effective ecosystem,0.0,2018-09-15 12:00:00,2018-12-01 12:00:00,0.0,UTC+0,77 days 00:00:00.000000000
PLEO,Empleos.io,Jobs Marketplace powered by Blockchain Technology to revolutionize the Job Market,0.0,2018-11-15 00:00:00,2018-12-05 00:00:00,0.0,UTC+0,20 days 00:00:00.000000000
EdToken,AIAR,AIAR is democratizing education for 25 billion people with a 360 degree microlearning app,0.0,2018-07-10 00:00:00,2018-12-05 23:59:00,0.0,UTC+2,148 days 23:59:00.000000000
VRF,Verifier,Verifier is a blockchain based solution designed to verify identity events deals and any other kind of data,0.0,2018-11-15 00:00:00,2018-12-15 00:00:00,0.0,UTC+3,30 days 00:00:00.000000000
MFX,Modern Finance Chain,We are a smart contract platform with direct commerce integration for the easy use of cryptos,0.0,2018-10-15 12:00:00,2018-12-15 23:59:00,0.0,UTC+0,61 days 11:59:00.000000000
NHCT,NHCT,Blockchain Powered Ecosystem For Total Health and rewards you for being healthconscious,0.0,2018-11-15 00:00:00,2018-12-15 23:59:00,0.0,UTC--5,30 days 23:59:00.000000000
TACO,Tanibox,Smart agriculture platform for sustainable food system through the use of Blockchain Technology,0.0,2018-07-18 00:00:00,2018-12-18 00:00:00,0.0,UTC+8,153 days 00:00:00.000000000
AXIS,LaneAxis,Shipper Carrier Direct Optimization Platform using Blockchain Technology for a better system,0.0,2018-09-21 05:00:00,2018-12-21 23:59:00,0.0,UTC--7,91 days 18:59:00.000000000
genEOS,genEOS,genEOS is a business and technology ecosystem that delivers blockchain to enterprise,0.0,2018-06-26 16:00:00,2018-12-23 16:00:00,0.0,UTC+0,180 days 00:00:00.000000000
VLX,Verv (VLUX),VLUX by Verv  Creating a new energy marketplace thats powered by data,0.0,2018-11-19 15:00:00,2018-12-28 15:00:00,0.0,UTC+1,39 days 00:00:00.000000000
TXO,Treon,Utilities Bill Payments Made Simple Pay telecom electricity gas and water bills with one click,0.0,2018-06-08 00:00:00,2018-12-31 00:00:00,0.0,UTC+0,206 days 00:00:00.000000000
DOM,Dominium,The worlds first global property platform on the Blockchain to help ensure a more effective system,0.0,2018-09-03 11:00:00,2018-12-31 11:00:00,0.0,UTC+0,119 days 00:00:00.000000000
,Bithemoth,Bithemoth is an advanced allencompassing cryptocurrency exchange platform that is set to revolutionize the cryptoindustry,0.0,2018-11-30 12:00:00,2018-12-31 11:59:00,0.0,UTC+2,30 days 23:59:00.000000000
VT,Vite,Peer to peer ridesharing built for the blockchain generation and powered by Vitecoin Token VT,0.0,2018-12-15 18:00:00,2018-12-31 23:00:00,0.0,UTC+0,16 days 05:00:00.000000000
REB,REBGLO,Rebooting The Global Economy Through Energy Circulation through the power of Blockchain Technology,0.0,2018-12-01 00:00:00,2018-12-31 23:59:00,0.0,UTC+0,30 days 23:59:00.000000000
GAX,GaxCoin,Using Blockchain Technology to transform the workings of the travel Education Betting and CryptoMarket industries,0.0,2018-09-08 00:00:00,2019-01-06 23:59:00,0.0,UTC+0,120 days 23:59:00.000000000
DGO,DINNGO,The Mobile Digital Currency Exchange to help facilitate the cryptocurrency and Blockchain economy,0.0,2018-12-15 00:00:00,2019-01-15 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
INX,InnovaMinex,The purest gold at a lower price tracked by utilizing Blockchain Technology,0.0,2018-11-26 11:00:00,2019-01-26 11:00:00,0.0,UTC+1,61 days 00:00:00.000000000
VRA,Verasity,Verasity is a nextgeneration video sharing platform designed to liberate creators and benefit viewers,0.0,2018-11-20 12:00:00,2019-01-29 23:59:00,0.0,UTC--5,70 days 11:59:00.000000000
GZB,Gigzi,Gigzi is a set of interconnected digital applications and services enabling users to manage their wealth independently,0.0,2018-11-23 12:00:00,2019-01-31 00:01:00,0.0,UTC+0,68 days 12:01:00.000000000
MOBU,MOBU,MoBUS is a Decentralized ICO which is presenting the space with The Future of Security Tokens,0.0,2018-12-01 11:00:00,2019-01-31 11:00:00,0.0,UTC+0,61 days 00:00:00.000000000
RECSH,REuse cash,REuse Cash is aimed to create a Recycling System that pays the User  ,0.0,2019-01-01 12:00:00,2019-01-31 12:00:00,0.0,UTC+0,30 days 00:00:00.000000000
HUS,HUSSY io,HUSSY is Disrupting the Oldest Profession a distributed escorting and due diligence infrastructure,0.0,2019-01-01 12:00:00,2019-01-31 12:00:00,0.0,UTC+0,30 days 00:00:00.000000000
KEYO,Superwallet,A solution to solve the issues concerning secure private key storage  recovery anonymous  known user identification and micropayments,0.0,2018-10-01 14:00:00,2019-01-31 14:00:00,0.0,UTC+1,122 days 00:00:00.000000000
BTMG,Football Bitcademy,Football marketplace with AI and Players predictions Bitcademy is multidimensional,0.0,2019-01-01 00:00:00,2019-01-31 23:59:00,0.0,UTC+0,30 days 23:59:00.000000000
BUY,Buying.com,The Buying Power of Millions in the hands of individuals through the power of Blockchain Technology,0.0,2018-12-01 00:00:00,2019-01-31 23:59:00,0.0,UTC+0,61 days 23:59:00.000000000
PANX,Pantercon,Pantercon reinvents corporate financing and supports startups Next generation startup and business network,0.0,2018-12-01 00:00:00,2019-01-31 23:59:00,0.0,UTC+3,61 days 23:59:00.000000000
LYNK,Lynked.World,Lynking the World through the power and efficacy of Blockchain Technology,0.0,2019-01-20 23:59:00,2019-02-10 23:59:00,0.0,UTC+2,21 days 00:00:00.000000000
RF,Raido Financial,The Global Fintech Ecosystem being made more efficient through the power of Blockchain Technology,0.0,2019-01-15 00:00:00,2019-02-15 00:00:00,0.0,UTC+2,31 days 00:00:00.000000000
BCV,Blue Chip Vision,Blue Chip Vision BCV is an Alternative Digital Future Based on the Blockchain,0.0,2018-12-27 23:59:00,2019-02-25 23:59:00,0.0,UTC+0,60 days 00:00:00.000000000
PRY,PRIMARY,PRIMARY is a system created to engage cooperation participation and knowledge transfer in the digital industry,0.0,2018-09-01 14:00:00,2019-02-28 14:00:00,0.0,UTC+1,180 days 00:00:00.000000000
WVR,Weave,The universal cryptocurrency for Virtual and Augmented Reality powered by Blockchain Technology,0.0,2019-01-01 00:00:00,2019-04-30 23:59:00,0.0,UTC+0,119 days 23:59:00.000000000
VANM,VANM,VANM is a local search engine for products and services distributing advertising revenue among users,0.0,2019-01-01 00:00:00,2019-05-01 00:00:00,0.0,UTC+0,120 days 00:00:00.000000000
NACL,SaltMine,Providing The Infrastructures For Blockchain Technology and wider cryptocurrency adoption,0.0,2019-04-07 06:12:00,2019-05-07 06:12:00,0.0,UTC--7,30 days 00:00:00.000000000
