,Name,Compound,Description,Duration,End,Negative,Neutral,Positive,Price(USD),ROI(Pct),Start,Ticker,Timezone
n,Basic Attention Token,,Basic Attention Token is bringing blockchain technology to digital advertising,0 days 00:00:00.000000000,2017-05-31 12:00:00,,,,0.25,-0.31739999999999996,2017-05-31 12:00:00,BAT,UTC+0
n,Wagerr,,Wagerr is a decentralized sportsbook that changes the way the world bets on sports,0 days 00:00:00.000000000,2017-06-01 00:00:00,,,,0.07,0.2145,2017-06-01 00:00:00,WGR,UTC+0
n,NVO,,NVO is building a crossplatform modular decentralized exchange,0 days 00:00:00.000000000,2017-06-01 00:00:00,,,,0.45,0.652,2017-06-01 00:00:00,NVST,UTC+0
n,Sphre,,SphreAir is a smart contract based platform for the secure management and monetisation of digital identities,0 days 00:00:00.000000000,2017-06-01 00:00:00,,,,0.05,-0.7403,2017-06-01 00:00:00,XID,UTC+0
n,Dcorp,,Dcorp is an autonomous organization system based on a smartcontract blockchain solution,0 days 00:00:00.000000000,2017-06-01 00:00:00,,,,0.25,-0.6729,2017-06-01 00:00:00,DRP,UTC+0
n,GigaWatt,,Giga Watt facilitys distinctive infrastructure consists of numerous independent mining units ,0 days 00:00:00.000000000,2017-06-02 00:00:00,,,,0.03,-0.9721,2017-06-02 00:00:00,WTT,UTC+0
n,Voise,,A platform that levels the playing field for all musicians,31 days 00:00:00.000000000,2017-06-06 00:00:00,,,,6.54,2.6938,2017-05-06 00:00:00,VSM,UTC+0
n,Omise GO,,Omise GO is a blockchain wallet solution built on the Ethereum platform for payments rewards points and much more,0 days 00:05:00.000000000,2017-06-07 00:05:00,,,,0.98,2.5604,2017-06-07 00:00:00,OMG,UTC+0
n,Bancor,,The Bancor protocol allows anyone to easily create completely liquid smart tokens,0 days 00:00:00.000000000,2017-06-12 00:00:00,,,,0.32,-0.9174,2017-06-12 00:00:00,BNT,UTC+0
n,Katalyse,,FundYourselfNow is a platform that will allow project creators raise funds for projects without the need of technical cryptocurrency knowledge,0 days 00:01:00.000000000,2017-06-13 00:01:00,,,,0.17,0.0971,2017-06-13 00:00:00,FYN,UTC+0
n,Minexcoin,,MinexCoin is a global payments system based on a low volatility cryptocurrency which is a part of Minex ecosystem,30 days 00:00:00.000000000,2017-06-14 00:00:00,,,,0.07,-0.9945999999999999,2017-05-15 00:00:00,MNX,UTC+0
n,Compcoin,,Compcoin is an investment system that uses AI  blockchain,0 days 00:00:00.000000000,2017-06-14 00:00:00,,,,12.28,0.0233,2017-06-14 00:00:00,CMP,UTC+0
n,SONM,,SONM is a decentralized worldwide fog computer for any general purpose computing from site hosting to scientific calculations,0 days 00:00:00.000000000,2017-06-15 00:00:00,,,,0.01,-0.8170999999999999,2017-06-15 00:00:00,SNM,UTC+0
n,Status,,Status is a browser app and messenger gateway to a decentralized world,0 days 00:00:00.000000000,2017-06-17 00:00:00,,,,0.01,-0.64,2017-06-17 00:00:00,SNT,UTC+0
n,21 Million,,The first Cryptocurrencyfunded blockchain INDY TV series,6 days 00:00:00.000000000,2017-06-18 00:00:00,,,,0.0,0.0,2017-06-12 00:00:00,21MCoin,UTC+0
n,Beth,,Beth is a closedend fund focused on applying deep learning research combined with financial expertise,15 days 00:00:00.000000000,2017-06-20 00:00:00,,,,0.0,0.0,2017-06-05 00:00:00,BETH,UTC+0
n,OneGram,,Each coin in the OneGram blockchain is backed by 1 gram of 24k gold,30 days 00:00:00.000000000,2017-06-20 00:00:00,,,,0.0,0.0,2017-05-21 00:00:00,OGC,UTC+0
n,Civic,,Secure access to identity verification via the blockchain,0 days 00:00:00.000000000,2017-06-21 00:00:00,,,,0.04,-0.6011,2017-06-21 00:00:00,CVC,UTC+0
n,Internet of Coins,,Internet of Coins is a new peertopeer financial network on the blockchain,92 days 00:00:00.000000000,2017-06-21 00:00:00,,,,0.0,0.0,2017-03-21 00:00:00,HYBRID,UTC+0
n,Primalbase,,Primalbase is an offices workspace sharing platform managed on the blockchain,0 days 00:00:00.000000000,2017-06-26 00:00:00,,,,666.18,-0.9158,2017-06-26 00:00:00,PBT,UTC+0
n,AdToken,,Digital advertising powered by Ethereum,0 days 00:00:00.000000000,2017-06-26 12:00:00,,,,0.0,-0.8119,2017-06-26 12:00:00,ADT,UTC+0
n,MyBit,,MyBit is a decentralized asset management project built to add an ownership layer to the internet,0 days 00:00:00.000000000,2017-06-27 00:00:00,,,,0.0,-0.9997,2017-06-27 00:00:00,MYB,UTC+0
n,Bitquence,,Bitquence is making to cryptocurrency world accessible to more people and market,0 days 00:00:00.000000000,2017-06-28 00:00:00,,,,1.17,14.5703,2017-06-28 00:00:00,BQX,UTC+0
n,Santiment,,Santiment will analyze crypto market trends and help cryptotraders manage risk ,0 days 00:00:00.000000000,2017-06-30 00:00:00,,,,0.29,0.2792,2017-06-30 00:00:00,SAN,UTC+0
n,Cofound.it,,A VC Ecosystem based on blockchain technology,17353 days 00:00:00.000000000,2017-07-06 00:00:00,,,,0.03,-0.7284,1970-01-01 00:00:00,CFI,UTC+0
n,Metal,,The Metal project aims to transform how digital money operates,29 days 00:00:00.000000000,2017-07-08 12:00:00,,,,0.35,0.9228000000000001,2017-06-09 12:00:00,MTL,UTC+0
n,InsureX,,InsureX is a marketplace for insurance based on blockchain technology,0 days 00:00:00.000000000,2017-07-11 00:00:00,,,,0.01,-0.8694,2017-07-11 00:00:00,IXT,UTC+0
n,Tezos,,Smart contract platform that can evolve and in theory will never need any hard forks,12 days 09:20:00.000000000,2017-07-13 15:20:00,,,,1.16,1.9053,2017-07-01 06:00:00,XTZ,UTC+0
n,Populous,,Populous is a smart contract invoice system on the Blockchain which aims to bring added efficiency and accuracy to bookkeeping,30 days 00:00:00.000000000,2017-07-24 00:00:00,,,,0.55,1.1947,2017-06-24 00:00:00,PPT,UTC+0
n,TenX,,TenX develops a debit card that is connected to your blockchain assets,29 days 11:00:00.000000000,2017-07-24 00:00:00,,,,0.07,-0.9142,2017-06-24 13:00:00,PAY,UTC+0
n,Dent,,Dent builds the global exchange for mobile data on the Blockchain and brings optimized system and platform efficiency,14 days 00:01:00.000000000,2017-07-26 00:01:00,,,,0.0,-0.5172,2017-07-12 00:00:00,DENT,UTC+0
n,district0x,,This is a network that creates decentralized communities and market places,14 days 11:59:59.000000000,2017-08-01 11:59:59,,,,0.01,-0.6081,2017-07-18 00:00:00,DNT,UTC+0
n,Stox,,Stox is a prediction market platform for traders built on the Ethereum blockchain,0 days 00:00:00.000000000,2017-08-02 00:00:00,,,,0.01,-0.993,2017-08-02 00:00:00,STX,UTC+0
n,Starta,,Starta Capital VC Fund created the startup investing accelerator on the Waves platform,30 days 00:00:00.000000000,2017-08-03 00:00:00,,,,0.81,-0.1891,2017-07-04 00:00:00,CRS,UTC+0
n,CryptoABS,,Physical assets financing platform on the Ethereum blockchain,21 days 00:00:00.000000000,2017-08-04 00:00:00,,,,0.0,0.0,2017-07-14 00:00:00,CABS,UTC+0
n,Suretly,,Crowd vouching platform  allows people to earn money vouching for other people who need a loan,31 days 00:00:00.000000000,2017-08-11 00:00:00,,,,0.66,-0.9677,2017-07-11 00:00:00,SUR,UTC+0
n,Hive,,Hive provides new financial liquidity to small businesses by leveraging blockchain technology ,42 days 00:00:00.000000000,2017-08-14 00:00:00,,,,0.0,-0.8915000000000001,2017-07-03 00:00:00,HVN,UTC+0
n,CoinJob,,Decentralized platform for freelancers based on Etheruem ,31 days 00:00:00.000000000,2017-08-14 03:00:00,,,,0.0,0.0,2017-07-14 03:00:00,XCJ,UTC+0
n,CoinDash,,CoinDash is an asset management platform for crypto investors that enables users to view other portfolios in realtime,31 days 00:00:00.000000000,2017-08-17 18:00:00,,,,0.01,-0.4826,2017-07-17 18:00:00,CDT,UTC+0
n,Decentraland,,This is a a blockchain based virtual reality platform,0 days 00:00:00.000000000,2017-08-18 00:00:00,,,,0.03,0.2016,2017-08-18 00:00:00,MANA,UTC+0
n,0x,,0x is a protocol for a decentralized exchange of Ethereums ERC20 tokens and assets,5 days 00:00:00.000000000,2017-08-20 03:00:00,,,,0.3,5.2644,2017-08-15 03:00:00,ZRX,UTC+0
n,Rivet,,Cyber security on the blockchain The Token provides proof and assurance of security on the hardware level,14 days 00:00:00.000000000,2017-08-24 00:00:00,,,,0.01,-0.9311,2017-08-10 00:00:00,RVT,UTC+0
n,Obsidian,,Cryptocurrency  secure messaging platform built on the Stratis blockchain,25 days 03:00:00.000000000,2017-08-26 03:00:00,,,,0.0,-0.9817,2017-08-01 00:00:00,ODN,UTC+0
n,Corion Platform,,Crypto platform built on Ethereum Classic with a price controlled currency,70 days 00:00:00.000000000,2017-08-27 00:00:00,,,,0.12,-0.883,2017-06-18 00:00:00,COR,UTC+0
n,iMPERIUM,,iMPERIUM is a NOFEE sports betting platform built on the Ethereum network,7 days 00:00:00.000000000,2017-08-27 18:00:00,,,,0.0,-0.9998999999999999,2017-08-20 18:00:00,MPRM,UTC+0
n,AICoin,,Trading cryptocurrencies with artificial intelligence technology,42 days 00:00:00.000000000,2017-08-28 00:00:00,,,,0.05,0.0,2017-07-17 00:00:00,XAI,UTC+0
n,RasputinOnline Coin,,The First ICO for Adult Entertainment,40 days 04:00:00.000000000,2017-08-29 04:00:00,,,,0.09,0.0,2017-07-20 00:00:00,ROC,UTC+0
n,Bowhead,,Bowhead is a medical instrument powered by the blockchain technology,32 days 00:00:00.000000000,2017-08-31 00:00:00,,,,0.06,-0.9143000000000001,2017-07-30 00:00:00,AHT,UTC+0
n,ATB Coin,,Financial platform for organizing investment assets on the blockchain,50 days 00:00:00.000000000,2017-08-31 00:00:00,,,,0.0,-0.9987999999999999,2017-07-12 00:00:00,ATB,UTC+0
n,Monetha,,Welcome to a proficient installment answer for dealers that empowers comprehensively trustful trade Decentralized Enabled by the Ethereum blockchain,0 days 00:18:00.000000000,2017-08-31 13:18:00,,,,0.0,0.0,2017-08-31 13:00:00,MTH,UTC+3
n,Benjacoin,,Benja is a decentralized merchandise ad network ,31 days 00:00:00.000000000,2017-09-01 00:00:00,,,,0.01,0.0,2017-08-01 00:00:00,BENJA,UTC+0
n,Tron,,Tron is a decentralized content entertainment protocol based on blockchain technology,2 days 00:01:00.000000000,2017-09-02 21:34:00,,,,0.02,9.5251,2017-08-31 21:33:00,TRX,UTC+0
n,Arena,,Arena is a cryptocurrency sports predication and betting system,31 days 00:00:00.000000000,2017-09-04 12:00:00,,,,0.0,0.0,2017-08-04 12:00:00,ARNA,UTC+0
n,Snapup,,Snapup disrupts the way you buy premium products,7 days 00:00:00.000000000,2017-09-04 12:30:00,,,,0.0,0.0,2017-08-28 12:30:00,SNP,UTC+2
n,FileCoin,,A decentralized storage network,28 days 00:00:00.000000000,2017-09-07 00:00:00,,,,2.85,-0.42950000000000005,2017-08-10 00:00:00,FIL,UTC+0
n,Hubii Network,,This is a decentralized content market place based on blockchain,14 days 12:00:00.000000000,2017-09-07 12:00:00,,,,0.28,0.4035,2017-08-24 00:00:00,HBT,UTC+0
n,Ahoolee,,Ahoolee is the worlds first search engine for products,14 days 00:00:00.000000000,2017-09-11 07:00:00,,,,0.06,-0.6284000000000001,2017-08-28 07:00:00,AHT,UTC+0
n,Wild Crypto,,Merging Blockchain Technology with Lottery  eGaming,6 days 00:00:00.000000000,2017-09-11 08:00:00,,,,0.0,-0.9693,2017-09-05 08:00:00,WILD,UTC+1
n,Aventus,,A revolutionary global standard for a more fair secure and transparent ticketing industry,7 days 00:00:00.000000000,2017-09-13 12:00:00,,,,0.13,-0.961,2017-09-06 12:00:00,AVT,UTC+0
n,Daseron,,Daseron is the worlds decentralized and secure information system for selling and sharing of content,31 days 00:00:00.000000000,2017-09-14 12:00:00,,,,0.13,0.0,2017-08-14 12:00:00,DSR,UTC+0
n,BitDice,,Cryptocurrency gambling  Online casino technology on the blockchain ,31 days 00:00:00.000000000,2017-09-15 00:00:00,,,,0.04,-0.7364,2017-08-15 00:00:00,CSNO,UTC+0
n,ICOBox,,First token which allows blockchain community to vote for the best projects to be brought to life through their own ICOs,31 days 00:00:00.000000000,2017-09-15 12:00:00,,,,0.14,-0.9956,2017-08-15 12:00:00,ICOS,UTC--7
n,KICKICO,,KICKICO is the first already working platform for crowdfunding and crowdinvesting in cryptocurrency,18 days 05:00:00.000000000,2017-09-16 18:00:00,,,,0.0,-0.9964,2017-08-29 13:00:00,KICK,UTC+0
n,Umbrella Coin,,Decentralized insurance platform built on Ethereum ,28 days 00:00:00.000000000,2017-09-17 12:00:00,,,,0.0,-0.754,2017-08-20 12:00:00,UMC,UTC+0
n,Kyber Network,,KyberNetwork is a system which allows the exchange and conversion of digital assets ,2 days 13:00:00.000000000,2017-09-17 13:00:00,,,,0.19,0.0,2017-09-15 00:00:00,KNC,UTC+0
n,Becksang,,Cryptocurrency cloud mining tools that reduces mining fees,31 days 00:00:00.000000000,2017-09-18 00:00:00,,,,0.0,0.0,2017-08-18 00:00:00,ARI,UTC+0
n,DetectorToken,,DETECTOR DTCT is a bot that monitors cryptocurrency and betting markets,31 days 00:00:00.000000000,2017-09-20 00:00:00,,,,0.0,0.0,2017-08-20 00:00:00,DTCT,UTC+0
n,Kin,,Kik one of the most popular massaging apps in the world is creating a crypto token for its ecosystem,14 days 00:00:00.000000000,2017-09-26 00:00:00,,,,0.0,-0.9439,2017-09-12 00:00:00,KIN,UTC+0
n,Reality Clash,,Augmented reality combat game with social features and a decentralized crypto token,31 days 00:00:00.000000000,2017-09-29 00:00:00,,,,0.07,0.0,2017-08-29 00:00:00,RCC,UTC+0
n,jNet1,,jNET1 is a platform that enables B2B and B2C jewelrybased transactions,29 days 00:00:00.000000000,2017-09-30 00:00:00,,,,0.0,-0.9998999999999999,2017-09-01 00:00:00,JNT,UTC+3
n,Litra Coin,,Litra is here to create uncontested new market space that make the competition irrelevant by decentralize Healthcare,31 days 00:00:00.000000000,2017-09-30 17:00:00,,,,236.0,236.01,2017-08-30 17:00:00,LTD,UTC+0
n,AxionV,,AxionV is an agile AI crypto fund that uses proprietary algorithms and complex trading methods to consistently outperform the market,14 days 08:59:59.000000000,2017-09-30 23:59:59,,,,0.0,0.0,2017-09-16 15:00:00,AXION,UTC+0
n,MoneypotX,,MPX is partnered with the Moneypot network to provide the fuel for a versatile webwallet gaming platform and bitcoinaltcoin exchange,13 days 05:59:59.000000000,2017-09-30 23:59:59,,,,0.0,0.0,2017-09-17 18:00:00,MPX,UTC+0
n,Prover,,Technology of authenticity verification of video content,29 days 23:59:59.000000000,2017-09-30 23:59:59,,,,0.0,0.0,2017-09-01 00:00:00,PROFF,UTC+3
n,Planes Cloud,,Decentralized data marketplace,22 days 00:00:00.000000000,2017-10-01 20:00:00,,,,0.36,0.1864,2017-09-09 20:00:00,PST,UTC+0
n,Lust.agency,,A decentralized sex marketplace with a goal to enable all human beings on earth to find their perfect sexual partner anonymously ,45 days 00:00:00.000000000,2017-10-02 03:00:00,,,,0.0,0.0,2017-08-18 03:00:00,LUST,UTC+0
n,Power Ledger,,Power Ledger is a blockchainbased peertopeer energy trading platform enabling consumers and businesses to share excess solar power with their neighbours,27 days 10:00:00.000000000,2017-10-06 00:00:00,,,,0.05,-0.4772,2017-09-08 14:00:00,POWR,UTC+8
n,DomRaider,,Decentralized Blockchain auctions in realtime DRT tokens,29 days 00:00:00.000000000,2017-10-11 08:00:00,,,,0.0,-0.9939,2017-09-12 08:00:00,DRT,UTC+0
n,BitJob,,Decentralized higher education  student community blockchain project,72 days 00:00:00.000000000,2017-10-13 00:00:00,,,,0.0,-0.9911,2017-08-02 00:00:00,STU,UTC+0
n,EventChain,,Solving ticketing issues for the event industry,31 days 00:00:00.000000000,2017-10-14 00:13:00,,,,0.0,-0.9954000000000001,2017-09-13 00:13:00,EVC,UTC+0
n,HEDGE TOKEN,,The project is establishing a platform to help investors hedge their bets,30 days 01:00:00.000000000,2017-10-15 11:00:00,,,,1.16,2.8733,2017-09-15 10:00:00,HDG,UTC+0
n,Paragon Coin,,Bringing blockchain technology to the world of legal cannabis industry,30 days 00:00:00.000000000,2017-10-15 11:00:00,,,,0.03,-0.9742000000000001,2017-09-15 11:00:00,PRG,UTC--5
n,DLS Academy,,A tool that offers all you need for your professional growth and also a way to share knowledge and get paid or not,30 days 00:00:00.000000000,2017-10-15 18:00:00,,,,0.05,14.366700000000002,2017-09-15 18:00:00,DLT,UTC+0
n,Ethbet,,Ethbet is a decentralized peertopeer and provablyfair Ethereumbased dicing game without a house edge,28 days 00:00:00.000000000,2017-10-15 20:00:00,,,,0.01,-0.9719,2017-09-17 20:00:00,EBET,UTC+0
n,Eidoo,,Fast easy and not only a Multicurrency Wallet its a Hybrid Exchange too Its Eidoo,12 days 00:00:00.000000000,2017-10-16 00:01:00,,,,0.3,-0.8695999999999999,2017-10-04 00:01:00,EDO,UTC+0
n,DIGI,,Blockchain based digital goods and services,42 days 00:00:00.000000000,2017-10-19 12:00:00,,,,0.0,0.0,2017-09-07 12:00:00,DIGI,UTC+0
n,AirToken,,Mobile internet access using advertising and microloans,30 days 00:00:00.000000000,2017-10-19 14:00:00,,,,0.0,-0.8868,2017-09-19 14:00:00,AIR,UTC+0
n,ChainLink,,The LINK Network provides smart contracts with data bank payments and access to APIs,30 days 00:00:00.000000000,2017-10-19 15:00:00,,,,0.0,0.0,2017-09-19 15:00:00,LINK,UTC--4
n,MyWill Platform,,Decentralized platform for crypto assets management in various life circumstances,30 days 23:59:59.000000000,2017-10-20 23:59:59,,,,0.0,0.0,2017-09-20 00:00:00,WIL,UTC+3
n,Flyp.me,,The most private accountless exchange with 50 profit sharing,23 days 00:00:00.000000000,2017-10-21 15:00:00,,,,0.02,-0.7491,2017-09-28 15:00:00,FYP,UTC+0
n,COBINHOOD,,COBINHOOD is the worlds first ZERO Trading Fees cryptocurrency exchange with the vision to maximize traders profits,39 days 00:00:00.000000000,2017-10-22 09:29:00,,,,0.0,-0.9465,2017-09-13 09:29:00,COB,UTC+0
n,Sex Service,,A friendly sex dating service based on a blockchain Do you believe in sex,40 days 00:00:00.000000000,2017-10-22 23:59:59,,,,0.0,0.0,2017-09-12 23:59:59,SSIO,UTC+0
n,Bookira,,Bookira is created to make the online booking process easier while reducing the risk and costs for users,30 days 00:00:00.000000000,2017-10-24 01:00:00,,,,0.0,-0.9994,2017-09-24 01:00:00,BKT,UTC+0
n,BLOCKv,,The foundation of the Virtual Goods Economy,5 days 00:00:00.000000000,2017-10-24 06:00:00,,,,0.0,-0.9342,2017-10-19 06:00:00,VEE,UTC+0
n,CHEX,,Modular marketplace supernetwork initially powering the Cannabis industry,60 days 00:00:00.000000000,2017-10-24 23:20:00,,,,0.0,0.0,2017-08-25 23:20:00,CHX,UTC+0
n,KEY TOKEN,,KeYtoken aims to establish the nextgeneration smartbank and a worldwide exchange network on blockchain platform,30 days 00:00:00.000000000,2017-10-25 12:00:00,,,,0.0,0.0,2017-09-25 12:00:00,KeY,UTC+9
n,Astronaut,,An asset management platform for investing in ICOs,27 days 14:00:00.000000000,2017-10-25 23:00:00,,,,0.25,-0.7492,2017-09-28 09:00:00,ASTRO,UTC+0
n,ClearPoll,,Social public opinion poll network on the blockchain,24 days 00:00:00.000000000,2017-10-26 04:00:00,,,,0.05,-0.6442,2017-10-02 04:00:00,POLL,UTC+8
n,Soma,,A decentralized social market place,30 days 00:00:00.000000000,2017-10-26 06:00:00,,,,0.51,-0.2434,2017-09-26 06:00:00,SCT,UTC+0
n,Swarm Fund,,Cooperative Ownership Platform for Real Assets,6 days 09:00:00.000000000,2017-10-27 23:00:00,,,,0.04,-0.9604,2017-10-21 14:00:00,SWM,UTC+0
n,LangPie,,Onlinetranslation platform based on blockchain,30 days 00:00:00.000000000,2017-10-28 06:00:00,,,,0.0,0.0,2017-09-28 06:00:00,LPG,UTC+1
n,Tokenlab,,Tokenlab offers Token and ICO services to clients towards their fund raising campaigns,44 days 00:00:00.000000000,2017-10-28 12:00:00,,,,0.02,-0.7245,2017-09-14 12:00:00,LAB,UTC+0
n,Grant Hero,,The Grant Hero Foundation is a decentralized nonprofit organization that fosters direct personal giving Grant Hero enables donors to create and award personal grants direct to recipients offering complete autonomy and transparency,28 days 00:00:00.000000000,2017-10-30 00:00:00,,,,0.0,0.0,2017-10-02 00:00:00,GIVE,UTC--5
n,Cryptopay,,Central entry point into a decentralized space,35 days 00:00:00.000000000,2017-10-30 06:00:00,,,,0.02,-0.9162,2017-09-25 06:00:00,CPAY,UTC+0
n,Aeron,,Aeron  the new standard of aviation safety powered by blockchain,41 days 23:59:59.000000000,2017-10-30 23:59:59,,,,0.18,-0.6315999999999999,2017-09-19 00:00:00,ARN,UTC+3
n,Assistive Reality,,AIintegrated Augmented Reality applications and cloud service,31 days 00:00:00.000000000,2017-10-31 01:00:00,,,,0.0,0.0,2017-09-30 01:00:00,ARX,UTC+0
n,BannerCoin,,Payment processing system for acceptance of digital currencies,46 days 11:59:00.000000000,2017-10-31 11:59:00,,,,0.61,-0.7962,2017-09-15 00:00:00,BCOIN,UTC--7
n,ATLANT,,Atlant aims to be the Worlds Real Estate Blockchain Platform,54 days 00:00:00.000000000,2017-10-31 12:00:00,,,,0.02,-0.965,2017-09-07 12:00:00,ATL,UTC+0
n,Aldoin,,Green Blockchain  Mining with monthly dividends,69 days 23:59:59.000000000,2017-10-31 23:59:59,,,,0.0,0.0,2017-08-23 00:00:00,ALDO,UTC+1
n,Dentacoin,,Dentacoin The Blockchain Solution for the Global Dental Industry for improved service delivery,31 days 00:00:00.000000000,2017-11-01 14:00:00,,,,0.0,0.0,2017-10-01 14:00:00,DCN,UTC+0
n,Ethino,,The first and only erc20 Ethereum casino,31 days 00:00:00.000000000,2017-11-02 14:00:00,,,,0.05,-0.9695,2017-10-02 14:00:00,ENO,UTC--4
n,Ripio Credit Network,,A global peertopeer credit network based on cosigned smart contracts,12 days 00:00:00.000000000,2017-11-05 00:00:00,,,,0.05,-0.3528,2017-10-24 00:00:00,RCN,UTC+0
n,crypto.tickets,,Blockchain platform for ticket systems and event organisers,31 days 01:59:59.000000000,2017-11-05 23:59:59,,,,0.0,0.0,2017-10-05 22:00:00,TKT,UTC+3
n,Utrust,,The future of online payments,6 days 00:00:00.000000000,2017-11-08 13:00:00,,,,0.02,-0.7204999999999999,2017-11-02 13:00:00,UTK,UTC+0
n,Starbase,,A Platform for issuing tokens and launch crowdfunding projects,53 days 00:00:00.000000000,2017-11-10 00:00:00,,,,0.03,0.0,2017-09-18 00:00:00,STAR,UTC+0
n,Qvolta,,Qvolta will let people convert cryptocurrencies into the fiat currencies,31 days 00:00:00.000000000,2017-11-10 00:00:00,,,,0.01,1.2934,2017-10-10 00:00:00,QVT,UTC+0
n,Altocar,,Taxi rides aggregator service on the wave blockchain platform,31 days 01:00:00.000000000,2017-11-10 10:00:00,,,,0.0,0.0,2017-10-10 09:00:00,ALTC,UTC+3
n,CryptoHive,,Trading bot advisor with smart algorithms to gather useful trading information globally,32 days 00:00:00.000000000,2017-11-11 00:00:00,,,,0.0,0.0,2017-10-10 00:00:00,HIVE,UTC+0
n,Blockstack,,Blockstack has been designed as the new internet for decentralized apps,12 days 00:00:00.000000000,2017-11-13 00:00:00,,,,0.0,-1.0,2017-11-01 00:00:00,PBC,UTC+0
n,Genesis Vision,,Genesis Vision is the platform for the private trust management market built on blockchain technology and smart contracts,61 days 00:00:00.000000000,2017-11-15 09:00:00,,,,1.13,0.129,2017-09-15 09:00:00,GVT,UTC+0
n,CREDEROOM,,Lending company with modern analytical platform,30 days 11:59:59.000000000,2017-11-15 23:59:59,,,,0.03,-0.9721,2017-10-16 12:00:00,CDRT,UTC+0
n,Privatix,,First Internet Bandwidth Marketplace powered by P2P VPN Network on Blockchain,28 days 00:00:00.000000000,2017-11-16 14:00:00,,,,0.94,-0.6859999999999999,2017-10-19 14:00:00,PRIX,UTC+0
n,COPICO,,COPICO is the project powering the XCPO masternode Coin,31 days 00:00:00.000000000,2017-11-17 00:00:00,,,,0.04,4.9014999999999995,2017-10-17 00:00:00,XCPO,UTC+0
n,MicroMoney,,MicroMoney is an Open Source Credit  Big Data Bureau that connects new customers to all existing financial services,31 days 00:00:00.000000000,2017-11-18 00:00:00,,,,0.0,-0.9968,2017-10-18 00:00:00,AMM,UTC+0
n,CareerXon,,First Decentralized Career Oriented  Skills Training Platform,14 days 00:00:00.000000000,2017-11-18 00:00:00,,,,0.0,0.0,2017-11-04 00:00:00,CRN,UTC+0
n,Cash Poker Pro,,Modern online poker room based on blockchain technology,23 days 00:00:00.000000000,2017-11-18 18:00:00,,,,0.01,0.0,2017-10-26 18:00:00,CASH,UTC+0
n,Happiest at work,,Attracting people to work in the clothing manufacturing industry,28 days 00:00:00.000000000,2017-11-20 13:00:00,,,,0.0,0.0,2017-10-23 13:00:00,HAW,UTC+0
n,Synapse,,Decentralized Data and AI Marketplace,30 days 23:59:59.000000000,2017-11-21 06:59:59,,,,0.0,0.0,2017-10-21 07:00:00,SYN,UTC--8
n,WandX,,Decentralized financial instruments on ERC20 tokens,30 days 05:30:00.000000000,2017-11-21 19:30:00,,,,0.01,-0.9147,2017-10-22 14:00:00,WAND,UTC+0
n,Blockbid,,Blockbid is an ultrasecure exchange with the goal of facilitating the highest volume of trades for the most cryptocurrencies with a single login,31 days 00:00:00.000000000,2017-11-21 21:00:00,,,,0.0,0.0,2017-10-21 21:00:00,BID,UTC+11
n,Confideal,,Escrow Platform on The Ethereum Blockchain,20 days 00:00:00.000000000,2017-11-22 12:00:00,,,,0.0,0.0,2017-11-02 12:00:00,CDL,UTC+1
n,Safe Child Future,,The child safety system that will be used to protect children on the roads and streets,31 days 00:00:00.000000000,2017-11-23 15:00:00,,,,0.0,0.0,2017-10-23 15:00:00,SCF,UTC+0
n,Multibot,,A multifunctional multithreaded trading platform in the cloud,35 days 00:00:00.000000000,2017-11-24 03:00:00,,,,0.0,0.0,2017-10-20 03:00:00,MBT,UTC+0
n,ZEUS,,First Ecomining in the World Recycling platform on the blockchain,31 days 00:00:00.000000000,2017-11-25 00:00:00,,,,0.01,-0.9931,2017-10-25 00:00:00,ZET,UTC+2
n,Bonpay,,Blockchain powered wallet and debit card for variety of cryptocurrencies Bonpay makes transactions as simple as possible,28 days 00:00:00.000000000,2017-11-28 14:00:00,,,,0.0,-1.0,2017-10-31 14:00:00,BON,UTC+1
n,WAX,,A decentralized platform that enables anyone to operate a fully functioning virtual asset marketplace,28 days 00:00:00.000000000,2017-11-29 13:00:00,,,,0.03,-0.9468000000000001,2017-11-01 13:00:00,WAX,UTC+0
n,Storm,,Creating the StorMarket  a decentralized microtask marketplace platform ,29 days 00:00:00.000000000,2017-11-30 00:00:00,,,,0.0,-0.8420000000000001,2017-11-01 00:00:00,STORM,UTC+0
n,Playkey.io,,Decentralized Cloud Gaming Platform,29 days 00:00:00.000000000,2017-11-30 03:00:00,,,,0.02,-0.9918,2017-11-01 03:00:00,PKT,UTC+0
n,SENSE,,The Value for Human Capital Enabled by Smart Contracts,23 days 00:00:00.000000000,2017-11-30 09:00:00,,,,0.0,0.0,2017-11-07 09:00:00,SENSE,UTC+4
n,Vezt ICO,,Vezt lets music fans share ownership with artists in their favorite songs,27 days 00:00:00.000000000,2017-11-30 12:00:00,,,,0.0,0.0,2017-11-03 12:00:00,VZT,UTC+7
n,CopPay,,Multicryptocurrency payment platform for businesses consumers  community,31 days 00:00:00.000000000,2017-11-30 12:00:00,,,,0.0,-0.9767,2017-10-30 12:00:00,COP,UTC+0
n,CCORE,,Your Crypto Payment Platform,21 days 23:59:59.000000000,2017-11-30 23:59:59,,,,0.06,-0.8064,2017-11-09 00:00:00,CCO,UTC+0
n,Publica,,Blockchain revolution for the publishing economy,30 days 00:00:00.000000000,2017-12-01 00:00:00,,,,0.04,-0.9554,2017-11-01 00:00:00,PBL,UTC+3
